,Binary_Class,Search Date,alcoholism,anxiety,athleisure,cutting hair,depression,dry cough,eczema,fever,flu symptoms,lack of smell,lack of taste,long-term care,mask mandates,obamacare,opiods,peloton,quarantine,short-term disability,star trek,telehealth,teslas,unemployment insurance,vaping,xanax,zoom,covid symptoms,hospitals near me,baconator,helmet,aluminium,plane,age,hen,table,digital,mutation,oppose,city,athlete,prediction,tumble,stroke,diabetes,lungs,ivermectin,hydroxychloroquine,bleach,lake,toilet paper,stimulus,vaccines near me,vaccine side effects,how to get my taste back,anti-depressant,mental health,can dogs get covid,doritos locos tacos,best hikes near me,tiktok,jeff bezos net worth,what is ivermectin,what is mrna,bill gates population control,ubereats,instacart jobs,gig economy,stimmy,trump,biden,china,Total Doses Administered,Daily Increase,Current Hospitalized COVID-19 Patients,Number of Flights
407,High,2021-11-21,27.0,71.0,19.0,26.0,55.0,17.0,79.0,28.0,11.0,0.0,5.0,47.0,5.0,7.0,22.0,21.0,2.0,7.0,40.0,9.0,71.0,2.0,22.0,58.0,6.0,20.0,51.0,13.0,55.0,32.0,23.0,44.0,25.0,68.0,70.0,15.0,16.0,45.0,36.0,20.0,59.0,46.0,71.0,40.0,9.0,1.0,21.0,38.0,1.0,1.0,10.0,12.0,40.0,24.0,37.0,10.0,0.0,26.0,15.0,5.0,9.0,13.0,12.0,47.0,14.0,3.0,1.0,2.0,3.0,28.0,459227036.0,636763.0,43938.43,161891.0
408,High,2021-10-22,41.0,75.0,45.0,27.0,59.0,13.0,57.0,27.0,8.0,15.0,17.0,46.0,12.0,6.0,56.0,13.0,2.0,25.0,29.0,13.0,72.0,3.0,25.0,80.0,9.0,15.0,48.0,8.0,65.0,58.0,23.0,39.0,22.0,63.0,63.0,14.0,13.0,50.0,31.0,25.0,87.0,51.0,57.0,40.0,11.0,1.0,25.0,45.0,1.0,1.0,21.0,13.0,20.0,0.0,61.0,10.0,0.0,38.0,12.0,8.0,22.0,36.0,21.0,58.0,12.0,1.0,1.0,4.0,3.0,24.0,418424074.0,1363086.0,49091.43,203026.0
409,High,2021-09-21,36.0,95.0,34.0,29.0,67.0,18.0,45.0,32.0,7.0,5.0,0.0,43.0,14.0,8.0,48.0,17.0,4.0,38.0,33.0,13.0,27.0,6.0,24.0,71.0,12.0,29.0,81.0,10.0,58.0,68.0,26.0,39.0,14.0,70.0,69.0,16.0,28.0,49.0,40.0,14.0,80.0,56.0,75.0,49.0,23.0,1.0,22.0,43.0,1.0,2.0,17.0,19.0,45.0,21.0,75.0,15.0,5.0,38.0,12.0,12.0,39.0,29.0,5.0,54.0,14.0,12.0,1.0,2.0,3.0,35.0,392346977.0,671122.0,84274.14,186013.0
410,High,2021-08-22,30.0,73.0,47.0,31.0,42.0,17.0,82.0,35.0,6.0,21.0,9.0,38.0,21.0,6.0,27.0,13.0,4.0,7.0,41.0,9.0,49.0,5.0,23.0,71.0,6.0,45.0,85.0,12.0,62.0,40.0,28.0,41.0,14.0,60.0,59.0,11.0,15.0,49.0,36.0,16.0,59.0,58.0,64.0,48.0,56.0,3.0,26.0,58.0,1.0,2.0,27.0,24.0,53.0,0.0,31.0,23.0,1.0,36.0,14.0,10.0,49.0,30.0,5.0,47.0,18.0,6.0,0.0,5.0,4.0,27.0,369725010.0,388419.0,87705.71,166812.0
411,High,2021-07-22,41.0,82.0,46.0,30.0,53.0,13.0,60.0,29.0,5.0,5.0,18.0,41.0,14.0,8.0,70.0,12.0,3.0,45.0,33.0,13.0,65.0,6.0,25.0,73.0,10.0,23.0,71.0,16.0,57.0,30.0,27.0,42.0,15.0,50.0,56.0,13.0,11.0,51.0,59.0,9.0,65.0,60.0,70.0,39.0,11.0,1.0,24.0,71.0,1.0,3.0,32.0,22.0,10.0,0.0,54.0,10.0,48.0,39.0,13.0,35.0,17.0,15.0,0.0,47.0,13.0,3.0,1.0,2.0,3.0,30.0,347972407.0,649203.0,24092.57,228148.0
412,High,2021-06-21,36.0,84.0,16.0,24.0,55.0,13.0,62.0,24.0,4.0,14.0,8.0,43.0,5.0,12.0,41.0,14.0,2.0,29.0,32.0,14.0,51.0,10.0,24.0,61.0,10.0,10.0,78.0,21.0,53.0,38.0,28.0,43.0,18.0,59.0,60.0,13.0,17.0,52.0,60.0,15.0,60.0,66.0,68.0,40.0,7.0,1.0,25.0,70.0,1.0,3.0,16.0,13.0,5.0,20.0,53.0,0.0,5.0,18.0,14.0,11.0,6.0,13.0,15.0,54.0,17.0,3.0,0.0,2.0,2.0,29.0,331622929.0,559057.0,12743.29,172849.0
413,High,2021-05-22,34.0,67.0,59.0,39.0,49.0,12.0,66.0,27.0,3.0,11.0,9.0,21.0,12.0,4.0,26.0,14.0,2.0,0.0,32.0,10.0,79.0,3.0,26.0,72.0,7.0,11.0,74.0,28.0,71.0,79.0,28.0,45.0,23.0,81.0,54.0,9.0,9.0,49.0,38.0,20.0,69.0,61.0,60.0,31.0,4.0,1.0,26.0,68.0,1.0,3.0,25.0,30.0,16.0,46.0,38.0,6.0,1.0,56.0,14.0,8.0,8.0,12.0,17.0,44.0,14.0,2.0,1.0,3.0,2.0,48.0,303051157.0,1444608.0,24101.29,158469.0
414,High,2021-04-21,32.0,92.0,44.0,26.0,68.0,9.0,63.0,28.0,5.0,0.0,4.0,57.0,6.0,6.0,56.0,21.0,3.0,45.0,31.0,17.0,61.0,9.0,27.0,71.0,15.0,19.0,55.0,27.0,62.0,55.0,26.0,41.0,18.0,70.0,64.0,29.0,36.0,46.0,38.0,19.0,69.0,63.0,76.0,52.0,5.0,1.0,22.0,51.0,1.0,6.0,32.0,56.0,5.0,19.0,67.0,10.0,2.0,17.0,13.0,5.0,2.0,44.0,5.0,54.0,12.0,10.0,3.0,2.0,2.0,34.0,237403483.0,3457675.0,39180.43,168365.0
415,High,2021-03-22,41.0,89.0,35.0,24.0,68.0,7.0,69.0,25.0,4.0,18.0,12.0,75.0,7.0,15.0,54.0,23.0,4.0,40.0,31.0,12.0,43.0,14.0,26.0,70.0,15.0,21.0,49.0,22.0,64.0,31.0,23.0,41.0,21.0,73.0,60.0,22.0,35.0,46.0,40.0,13.0,68.0,56.0,74.0,47.0,4.0,1.0,22.0,46.0,1.0,22.0,75.0,45.0,23.0,19.0,59.0,11.0,3.0,26.0,12.0,8.0,2.0,52.0,9.0,53.0,8.0,8.0,18.0,3.0,5.0,22.0,142898395.0,2361243.0,33353.0,159927.0
416,High,2021-02-19,49.0,80.0,48.0,24.0,68.0,8.0,66.0,24.0,5.0,9.0,24.0,31.0,3.0,13.0,59.0,21.0,4.0,34.0,34.0,12.0,73.0,9.0,25.0,81.0,18.0,18.0,55.0,24.0,74.0,27.0,34.0,49.0,22.0,71.0,56.0,14.0,15.0,46.0,34.0,23.0,59.0,53.0,68.0,46.0,4.0,1.0,28.0,53.0,1.0,12.0,54.0,32.0,9.0,20.0,52.0,10.0,1.0,9.0,14.0,15.0,3.0,57.0,0.0,66.0,14.0,14.0,1.0,5.0,6.0,25.0,70786221.0,1964896.0,59490.0,139089.0
417,High,2021-01-22,37.0,79.0,34.0,28.0,65.0,10.0,63.0,26.0,6.0,0.0,8.0,45.0,3.0,12.0,57.0,25.0,7.0,11.0,36.0,14.0,49.0,12.0,25.0,74.0,19.0,31.0,60.0,31.0,69.0,30.0,22.0,53.0,19.0,68.0,60.0,15.0,21.0,43.0,32.0,15.0,65.0,46.0,60.0,45.0,8.0,2.0,26.0,45.0,1.0,15.0,57.0,39.0,60.0,0.0,52.0,16.0,0.0,21.0,13.0,12.0,6.0,37.0,5.0,58.0,20.0,8.0,2.0,20.0,31.0,24.0,26064234.0,1625813.0,115749.14,148183.0
418,High,2020-12-22,34.0,75.0,40.0,28.0,55.0,14.0,63.0,31.0,10.0,5.0,8.0,26.0,4.0,11.0,44.0,28.0,8.0,24.0,35.0,12.0,53.0,14.0,23.0,70.0,14.0,49.0,69.0,44.0,73.0,30.0,23.0,42.0,23.0,51.0,67.0,36.0,9.0,42.0,26.0,15.0,62.0,44.0,61.0,43.0,11.0,2.0,21.0,36.0,1.0,47.0,6.0,29.0,59.0,21.0,41.0,26.0,3.0,41.0,12.0,15.0,11.0,31.0,5.0,64.0,11.0,9.0,3.0,13.0,3.0,23.0,2045387.0,447177.0,111179.14,156499.0
419,High,2020-12-21,31.0,73.0,46.0,33.0,57.0,15.0,62.0,29.0,9.0,5.0,20.0,31.0,6.0,8.0,41.0,25.0,8.0,12.0,31.0,14.0,50.0,15.0,19.0,69.0,14.0,49.0,67.0,35.0,68.0,28.0,24.0,45.0,24.0,57.0,67.0,66.0,14.0,43.0,30.0,16.0,54.0,47.0,56.0,44.0,11.0,1.0,22.0,37.0,1.0,49.0,9.0,27.0,67.0,0.0,42.0,29.0,3.0,9.0,11.0,18.0,16.0,35.0,15.0,69.0,17.0,4.0,2.0,11.0,3.0,23.0,1598210.0,381416.0,110349.86,140175.0
420,High,2020-12-20,36.0,70.0,39.0,26.0,51.0,16.0,58.0,32.0,11.0,16.0,9.0,7.0,3.0,6.0,39.0,23.0,8.0,7.0,37.0,6.0,53.0,9.0,21.0,69.0,13.0,49.0,58.0,40.0,76.0,22.0,22.0,47.0,21.0,57.0,64.0,100.0,15.0,43.0,28.0,12.0,56.0,45.0,59.0,41.0,12.0,2.0,20.0,37.0,2.0,23.0,7.0,29.0,80.0,22.0,26.0,22.0,2.0,20.0,12.0,23.0,20.0,41.0,27.0,60.0,19.0,5.0,0.0,12.0,3.0,25.0,1216794.0,105037.0,109653.29,134888.0
421,High,2020-12-19,33.0,71.0,29.0,40.0,51.0,14.0,63.0,29.0,9.0,21.0,32.0,41.0,3.0,8.0,37.0,23.0,8.0,20.0,44.0,9.0,63.0,5.0,23.0,71.0,13.0,46.0,62.0,41.0,83.0,25.0,24.0,49.0,26.0,65.0,64.0,52.0,11.0,39.0,30.0,14.0,52.0,46.0,52.0,40.0,12.0,1.0,25.0,36.0,2.0,17.0,8.0,36.0,53.0,0.0,29.0,23.0,6.0,35.0,12.0,19.0,9.0,39.0,16.0,76.0,11.0,1.0,1.0,12.0,4.0,25.0,1111757.0,181649.0,109019.29,151293.0
422,High,2020-12-18,36.0,72.0,37.0,24.0,55.0,14.0,62.0,29.0,9.0,5.0,29.0,38.0,3.0,12.0,44.0,20.0,9.0,18.0,44.0,12.0,32.0,9.0,23.0,79.0,21.0,44.0,59.0,45.0,86.0,25.0,23.0,47.0,23.0,62.0,70.0,22.0,15.0,41.0,24.0,18.0,57.0,47.0,53.0,43.0,11.0,2.0,23.0,38.0,2.0,18.0,7.0,41.0,49.0,20.0,44.0,26.0,1.0,9.0,11.0,26.0,11.0,60.0,15.0,74.0,13.0,3.0,3.0,12.0,5.0,24.0,930108.0,415833.0,108283.57,167781.0
423,High,2020-12-17,30.0,77.0,25.0,27.0,66.0,14.0,61.0,28.0,9.0,23.0,16.0,51.0,3.0,11.0,48.0,20.0,8.0,23.0,37.0,16.0,25.0,8.0,21.0,70.0,24.0,46.0,55.0,22.0,64.0,26.0,24.0,44.0,18.0,65.0,69.0,23.0,35.0,43.0,34.0,16.0,55.0,46.0,62.0,49.0,12.0,2.0,20.0,37.0,2.0,18.0,6.0,40.0,37.0,0.0,51.0,20.0,3.0,4.0,11.0,25.0,10.0,86.0,0.0,76.0,15.0,8.0,3.0,12.0,4.0,25.0,514275.0,272256.0,107438.0,154311.0
424,High,2020-12-16,37.0,79.0,45.0,24.0,66.0,14.0,57.0,31.0,10.0,5.0,12.0,58.0,6.0,26.0,57.0,24.0,8.0,29.0,32.0,17.0,32.0,8.0,23.0,72.0,24.0,45.0,54.0,45.0,67.0,26.0,23.0,42.0,16.0,68.0,72.0,28.0,36.0,42.0,32.0,13.0,55.0,48.0,65.0,45.0,16.0,2.0,20.0,36.0,1.0,12.0,5.0,36.0,47.0,20.0,54.0,31.0,2.0,9.0,11.0,41.0,18.0,81.0,10.0,64.0,16.0,9.0,0.0,13.0,5.0,24.0,242019.0,159665.0,106457.86,141021.0
425,High,2020-12-15,34.0,81.0,35.0,21.0,68.0,11.0,60.0,30.0,9.0,13.0,28.0,48.0,2.0,41.0,61.0,20.0,8.0,28.0,31.0,15.0,30.0,12.0,20.0,77.0,24.0,45.0,51.0,24.0,67.0,33.0,23.0,42.0,19.0,71.0,73.0,28.0,44.0,42.0,29.0,13.0,58.0,54.0,62.0,47.0,15.0,4.0,24.0,34.0,2.0,8.0,6.0,41.0,65.0,0.0,56.0,18.0,1.0,17.0,11.0,20.0,19.0,100.0,43.0,53.0,27.0,2.0,0.0,16.0,8.0,23.0,82354.0,49631.0,105440.29,150370.0
426,High,2020-12-14,38.0,85.0,44.0,28.0,68.0,15.0,57.0,29.0,9.0,9.0,8.0,48.0,1.0,33.0,36.0,20.0,9.0,22.0,31.0,14.0,16.0,13.0,21.0,78.0,21.0,45.0,59.0,39.0,75.0,32.0,21.0,41.0,17.0,68.0,74.0,29.0,40.0,41.0,35.0,11.0,57.0,54.0,68.0,43.0,17.0,2.0,25.0,35.0,2.0,6.0,9.0,42.0,32.0,19.0,54.0,28.0,1.0,9.0,12.0,14.0,5.0,67.0,9.0,57.0,24.0,8.0,0.0,15.0,6.0,23.0,32723.0,4534.0,104188.57,137180.0
427,High,2020-12-13,33.0,73.0,35.0,31.0,58.0,13.0,60.0,30.0,9.0,10.0,9.0,30.0,3.0,16.0,28.0,22.0,7.0,12.0,39.0,7.0,51.0,9.0,21.0,70.0,13.0,46.0,53.0,25.0,78.0,33.0,22.0,43.0,16.0,69.0,71.0,21.0,28.0,42.0,34.0,10.0,56.0,48.0,63.0,47.0,18.0,1.0,20.0,35.0,2.0,4.0,7.0,29.0,56.0,21.0,36.0,27.0,1.0,28.0,12.0,18.0,18.0,34.0,21.0,57.0,15.0,6.0,0.0,13.0,4.0,25.0,28189.0,28189.0,102952.71,122790.0
428,High,2020-12-12,34.0,71.0,41.0,28.0,54.0,14.0,61.0,28.0,8.0,20.0,17.0,17.0,1.0,14.0,39.0,22.0,7.0,25.0,38.0,6.0,26.0,6.0,20.0,73.0,13.0,43.0,45.0,45.0,90.0,33.0,22.0,48.0,21.0,74.0,69.0,11.0,17.0,39.0,28.0,13.0,66.0,52.0,54.0,41.0,17.0,1.0,23.0,35.0,2.0,4.0,8.0,34.0,56.0,21.0,33.0,36.0,4.0,5.0,11.0,19.0,23.0,48.0,5.0,63.0,10.0,4.0,0.0,18.0,4.0,25.0,0.0,0.0,101686.14,122437.0
429,High,2020-12-11,34.0,79.0,19.0,21.0,67.0,14.0,61.0,30.0,10.0,0.0,12.0,55.0,5.0,20.0,63.0,20.0,9.0,18.0,40.0,9.0,33.0,10.0,24.0,75.0,22.0,43.0,56.0,50.0,100.0,27.0,21.0,45.0,22.0,71.0,74.0,12.0,14.0,40.0,33.0,15.0,77.0,45.0,61.0,40.0,15.0,1.0,21.0,38.0,2.0,6.0,8.0,31.0,33.0,20.0,51.0,26.0,2.0,9.0,11.0,18.0,17.0,54.0,10.0,73.0,14.0,9.0,0.0,12.0,4.0,25.0,0.0,0.0,100532.86,157400.0
430,High,2020-12-10,51.0,85.0,53.0,27.0,75.0,14.0,66.0,30.0,10.0,9.0,8.0,48.0,5.0,19.0,43.0,20.0,9.0,22.0,35.0,15.0,33.0,9.0,26.0,74.0,25.0,44.0,56.0,45.0,74.0,30.0,22.0,44.0,18.0,69.0,72.0,22.0,40.0,41.0,41.0,12.0,68.0,55.0,67.0,47.0,19.0,1.0,20.0,36.0,2.0,7.0,7.0,26.0,32.0,0.0,57.0,28.0,1.0,9.0,11.0,18.0,18.0,64.0,28.0,57.0,20.0,9.0,0.0,11.0,4.0,25.0,0.0,0.0,99476.29,167196.0
431,High,2020-12-09,40.0,82.0,41.0,22.0,71.0,15.0,72.0,30.0,9.0,14.0,12.0,37.0,3.0,20.0,58.0,25.0,9.0,17.0,32.0,15.0,29.0,10.0,26.0,84.0,25.0,46.0,43.0,36.0,67.0,36.0,22.0,43.0,16.0,71.0,74.0,24.0,44.0,39.0,45.0,13.0,61.0,56.0,69.0,49.0,22.0,1.0,20.0,37.0,2.0,8.0,5.0,23.0,37.0,19.0,55.0,31.0,6.0,26.0,11.0,12.0,15.0,75.0,14.0,61.0,28.0,9.0,0.0,12.0,3.0,25.0,0.0,0.0,98467.86,163047.0
432,High,2020-12-08,35.0,84.0,62.0,30.0,76.0,14.0,71.0,32.0,10.0,13.0,28.0,51.0,5.0,21.0,65.0,22.0,9.0,56.0,31.0,15.0,25.0,11.0,24.0,71.0,26.0,47.0,73.0,41.0,67.0,32.0,21.0,44.0,19.0,75.0,72.0,25.0,43.0,40.0,37.0,12.0,62.0,58.0,69.0,53.0,17.0,1.0,20.0,35.0,2.0,6.0,4.0,18.0,46.0,0.0,62.0,23.0,5.0,4.0,11.0,17.0,6.0,68.0,9.0,54.0,30.0,13.0,0.0,11.0,3.0,24.0,0.0,0.0,97573.0,152078.0
433,High,2020-12-07,45.0,84.0,62.0,32.0,80.0,13.0,65.0,30.0,12.0,18.0,28.0,51.0,7.0,22.0,67.0,21.0,10.0,45.0,35.0,18.0,20.0,12.0,24.0,73.0,24.0,49.0,56.0,44.0,74.0,31.0,21.0,45.0,16.0,77.0,70.0,24.0,36.0,40.0,39.0,11.0,63.0,60.0,70.0,51.0,9.0,1.0,22.0,35.0,2.0,6.0,7.0,14.0,37.0,19.0,61.0,27.0,2.0,9.0,11.0,17.0,2.0,48.0,19.0,49.0,16.0,2.0,0.0,10.0,3.0,23.0,0.0,0.0,96799.29,138117.0
434,High,2020-12-06,43.0,73.0,59.0,35.0,58.0,14.0,58.0,29.0,9.0,15.0,26.0,49.0,7.0,14.0,39.0,25.0,8.0,12.0,40.0,8.0,41.0,9.0,24.0,71.0,12.0,49.0,69.0,40.0,75.0,27.0,21.0,49.0,19.0,78.0,74.0,25.0,34.0,44.0,34.0,11.0,83.0,64.0,70.0,49.0,3.0,1.0,20.0,36.0,2.0,4.0,4.0,13.0,55.0,21.0,36.0,26.0,3.0,33.0,12.0,15.0,4.0,31.0,21.0,59.0,12.0,2.0,0.0,13.0,3.0,25.0,0.0,0.0,95937.43,131888.0
435,High,2020-12-05,33.0,73.0,46.0,32.0,57.0,12.0,63.0,29.0,10.0,10.0,18.0,43.0,3.0,14.0,51.0,25.0,8.0,13.0,43.0,11.0,55.0,5.0,23.0,71.0,13.0,45.0,46.0,66.0,81.0,26.0,21.0,49.0,23.0,76.0,71.0,13.0,17.0,36.0,29.0,12.0,60.0,52.0,56.0,47.0,3.0,1.0,22.0,35.0,2.0,5.0,5.0,13.0,20.0,0.0,33.0,28.0,4.0,29.0,12.0,17.0,2.0,38.0,21.0,61.0,10.0,3.0,0.0,12.0,3.0,27.0,0.0,0.0,95081.86,139015.0
436,High,2020-12-04,38.0,80.0,70.0,38.0,74.0,15.0,66.0,29.0,9.0,9.0,28.0,43.0,11.0,17.0,50.0,22.0,10.0,0.0,40.0,15.0,24.0,10.0,25.0,77.0,24.0,45.0,39.0,60.0,86.0,34.0,21.0,49.0,21.0,73.0,68.0,13.0,20.0,42.0,29.0,16.0,87.0,51.0,60.0,45.0,4.0,1.0,22.0,39.0,2.0,6.0,7.0,14.0,28.0,20.0,51.0,29.0,4.0,9.0,11.0,17.0,8.0,64.0,14.0,62.0,29.0,9.0,0.0,12.0,4.0,26.0,0.0,0.0,94009.57,159359.0
437,High,2020-12-03,33.0,84.0,40.0,32.0,73.0,13.0,66.0,29.0,11.0,22.0,12.0,36.0,5.0,21.0,47.0,23.0,12.0,34.0,32.0,20.0,32.0,9.0,26.0,70.0,26.0,45.0,49.0,60.0,68.0,35.0,22.0,45.0,17.0,73.0,69.0,22.0,37.0,42.0,35.0,12.0,58.0,51.0,67.0,52.0,6.0,1.0,20.0,36.0,2.0,6.0,3.0,14.0,27.0,0.0,55.0,29.0,1.0,4.0,12.0,17.0,3.0,55.0,9.0,52.0,22.0,7.0,1.0,13.0,3.0,23.0,0.0,0.0,92582.71,161041.0
438,High,2020-12-02,40.0,80.0,44.0,31.0,69.0,14.0,58.0,31.0,11.0,9.0,16.0,54.0,4.0,22.0,39.0,23.0,15.0,17.0,35.0,15.0,28.0,11.0,24.0,70.0,26.0,47.0,66.0,36.0,67.0,34.0,22.0,46.0,17.0,70.0,72.0,23.0,31.0,42.0,40.0,12.0,55.0,55.0,74.0,50.0,2.0,1.0,20.0,34.0,2.0,6.0,1.0,13.0,23.0,19.0,56.0,25.0,0.0,4.0,11.0,17.0,1.0,51.0,9.0,58.0,25.0,5.0,0.0,12.0,3.0,24.0,0.0,0.0,90965.14,157000.0
439,High,2020-11-02,34.0,95.0,52.0,38.0,76.0,12.0,58.0,28.0,10.0,9.0,33.0,38.0,4.0,36.0,68.0,20.0,8.0,35.0,77.0,15.0,37.0,13.0,24.0,73.0,22.0,41.0,42.0,25.0,54.0,26.0,18.0,47.0,16.0,65.0,61.0,20.0,44.0,43.0,31.0,57.0,50.0,54.0,68.0,43.0,1.0,1.0,19.0,37.0,1.0,4.0,3.0,2.0,14.0,20.0,58.0,10.0,2.0,9.0,10.0,16.0,1.0,30.0,0.0,54.0,16.0,7.0,0.0,34.0,20.0,23.0,0.0,0.0,43609.86,141570.0
440,High,2020-10-02,40.0,76.0,29.0,24.0,63.0,8.0,55.0,30.0,10.0,4.0,11.0,50.0,5.0,21.0,38.0,16.0,9.0,21.0,36.0,12.0,41.0,9.0,24.0,66.0,30.0,39.0,65.0,29.0,69.0,29.0,26.0,52.0,21.0,69.0,56.0,9.0,24.0,44.0,34.0,14.0,65.0,58.0,57.0,37.0,1.0,6.0,30.0,50.0,1.0,14.0,4.0,3.0,4.0,18.0,54.0,8.0,0.0,48.0,10.0,14.0,3.0,20.0,4.0,59.0,14.0,5.0,0.0,99.0,17.0,24.0,0.0,0.0,25961.14,159331.0
441,High,2020-09-02,38.0,84.0,46.0,27.0,63.0,10.0,52.0,26.0,4.0,4.0,0.0,54.0,4.0,9.0,54.0,20.0,8.0,19.0,33.0,18.0,43.0,14.0,20.0,73.0,59.0,25.0,59.0,36.0,67.0,28.0,25.0,43.0,16.0,76.0,68.0,16.0,29.0,46.0,39.0,10.0,77.0,62.0,70.0,40.0,1.0,2.0,24.0,57.0,1.0,7.0,2.0,2.0,19.0,32.0,63.0,6.0,3.0,4.0,13.0,28.0,1.0,6.0,8.0,54.0,20.0,6.0,0.0,14.0,6.0,24.0,0.0,0.0,30404.71,152636.0
442,High,2020-08-02,35.0,73.0,30.0,39.0,57.0,13.0,60.0,31.0,3.0,0.0,21.0,16.0,7.0,8.0,29.0,18.0,11.0,12.0,46.0,8.0,47.0,22.0,23.0,83.0,12.0,37.0,65.0,28.0,66.0,37.0,20.0,43.0,18.0,68.0,62.0,12.0,11.0,51.0,40.0,7.0,53.0,62.0,68.0,40.0,1.0,18.0,29.0,74.0,1.0,11.0,2.0,1.0,24.0,0.0,30.0,12.0,3.0,54.0,44.0,23.0,5.0,5.0,10.0,62.0,25.0,8.0,0.0,13.0,3.0,32.0,0.0,0.0,42008.5,129153.0
443,High,2020-07-02,32.0,77.0,35.0,39.0,57.0,12.0,57.0,34.0,6.0,16.0,14.0,38.0,7.0,17.0,43.0,16.0,13.0,31.0,34.0,21.0,36.0,17.0,19.0,77.0,18.0,47.0,57.0,27.0,72.0,26.0,21.0,43.0,19.0,70.0,58.0,25.0,12.0,52.0,45.0,5.0,60.0,66.0,61.0,40.0,2.0,12.0,30.0,84.0,2.0,8.0,4.0,2.0,25.0,17.0,49.0,15.0,3.0,47.0,11.0,20.0,1.0,9.0,13.0,58.0,16.0,8.0,0.0,15.0,2.0,30.0,0.0,0.0,0.0,142950.0
444,High,2020-06-02,27.0,70.0,52.0,44.0,61.0,9.0,62.0,26.0,3.0,0.0,10.0,28.0,1.0,9.0,44.0,15.0,9.0,14.0,28.0,21.0,21.0,27.0,19.0,70.0,36.0,16.0,41.0,32.0,65.0,28.0,18.0,41.0,17.0,64.0,57.0,15.0,23.0,52.0,36.0,7.0,59.0,63.0,64.0,37.0,1.0,3.0,30.0,61.0,2.0,11.0,2.0,1.0,16.0,33.0,52.0,4.0,4.0,22.0,9.0,12.0,1.0,14.0,8.0,65.0,20.0,10.0,0.0,33.0,3.0,25.0,0.0,0.0,0.0,118835.0
445,High,2020-05-02,40.0,71.0,63.0,78.0,68.0,14.0,63.0,28.0,4.0,4.0,11.0,26.0,0.0,8.0,47.0,23.0,20.0,0.0,41.0,13.0,26.0,30.0,21.0,90.0,32.0,18.0,44.0,29.0,85.0,28.0,19.0,53.0,29.0,79.0,60.0,18.0,19.0,39.0,33.0,5.0,58.0,65.0,60.0,44.0,1.0,3.0,47.0,56.0,4.0,19.0,3.0,1.0,4.0,18.0,42.0,7.0,6.0,49.0,11.0,24.0,2.0,12.0,67.0,100.0,13.0,11.0,0.0,8.0,3.0,41.0,0.0,0.0,0.0,71244.0
446,High,2020-04-02,28.0,78.0,42.0,57.0,92.0,52.0,55.0,58.0,16.0,22.0,26.0,34.0,0.0,20.0,33.0,25.0,33.0,18.0,40.0,53.0,16.0,81.0,31.0,79.0,96.0,40.0,62.0,20.0,56.0,26.0,20.0,43.0,18.0,61.0,68.0,28.0,30.0,38.0,37.0,7.0,61.0,46.0,63.0,86.0,4.0,17.0,54.0,33.0,16.0,18.0,1.0,1.0,19.0,0.0,47.0,12.0,5.0,7.0,10.0,9.0,0.0,35.0,31.0,68.0,35.0,32.0,1.0,11.0,1.0,69.0,0.0,0.0,0.0,76022.0
447,High,2020-03-02,47.0,82.0,42.0,17.0,88.0,21.0,71.0,42.0,51.0,12.0,0.0,31.0,0.0,20.0,69.0,12.0,4.0,5.0,34.0,5.0,47.0,7.0,45.0,78.0,4.0,4.0,53.0,64.0,54.0,27.0,28.0,50.0,16.0,65.0,61.0,29.0,37.0,48.0,42.0,8.0,66.0,56.0,74.0,51.0,1.0,0.0,21.0,42.0,2.0,0.0,6.0,2.0,8.0,17.0,64.0,0.0,2.0,11.0,6.0,18.0,0.0,36.0,12.0,45.0,11.0,10.0,0.0,8.0,4.0,47.0,0.0,0.0,0.0,172689.0
448,High,2020-02-02,43.0,67.0,48.0,27.0,54.0,17.0,64.0,42.0,43.0,0.0,4.0,23.0,0.0,11.0,37.0,15.0,2.0,0.0,58.0,3.0,36.0,3.0,31.0,86.0,3.0,0.0,53.0,11.0,60.0,25.0,25.0,100.0,14.0,62.0,56.0,27.0,30.0,100.0,50.0,10.0,50.0,50.0,65.0,46.0,1.0,0.0,16.0,38.0,1.0,0.0,3.0,1.0,5.0,0.0,32.0,0.0,0.0,41.0,5.0,13.0,1.0,9.0,0.0,55.0,16.0,10.0,0.0,10.0,1.0,53.0,0.0,0.0,0.0,158666.0
449,High,2020-01-02,44.0,81.0,22.0,20.0,65.0,20.0,67.0,38.0,36.0,0.0,4.0,33.0,0.0,9.0,42.0,30.0,0.0,6.0,35.0,4.0,36.0,6.0,52.0,86.0,3.0,0.0,59.0,14.0,62.0,27.0,26.0,56.0,16.0,58.0,63.0,10.0,10.0,48.0,39.0,10.0,89.0,48.0,66.0,38.0,1.0,0.0,17.0,44.0,1.0,0.0,3.0,1.0,4.0,19.0,46.0,0.0,1.0,21.0,6.0,11.0,2.0,7.0,0.0,52.0,14.0,28.0,0.0,6.0,1.0,22.0,,,,
